_id,tipo,situacao,data,hora,bairro,endereco,numero,complemento,natureza,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas
1915,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,08:22:00.000,SANTO AMARO,RUA DO POMBAL,695,NA ESQINA DA ESCOLA ESPAÇO COIMBRA,COLISÃO,COLISAO ENTRE DOIS AUTO S/V,2,,,,,,,,,0
1916,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,08:51:00.000,VÁRZEA,RUA PROFESSOR ANTONIO COELHO,562,RUA DO COLEGIO PONTUAL,COLISÃO,COLISÃO SEM VITIMA ENTRE DOIS AUTO-PASSEIO,2,,,,,,,,,0
1917,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,10:37:00.000,ILHA DO LEITE,AV FREI MATIAS TEVES,,AO LADO DO EMPRESARIAL ALFREDO NOBEL,COLISÃO,COLISÃO ENTRE DOIS AUTOMOVEIS NO LOCAL,2,,,,,,,,,0
1918,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,11:06:00.000,MADALENA,RUA JOSE OSORIO,,"AO LADO DA BIG BEM,SEMAFORO 050",COLISÃO,COLISÃO SEM VITIMA,1,,,,,,1,,,0
1919,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,10:56:00.000,ESPINHEIRO,AV GOVERNADOR AGAMENON MAGALHAES,,"EM FRENTE A REEITORIA DA UPE, SENTIDO RECIFE, SEMAFORO 108",COLISÃO,"COLISÃO ENTRE AUTO E ONIBUS, S/V",1,,,,,1,,,,0
1920,SEM VÍTIMA,CANCELADA,2015-07-29T00:00:00,12:39:00.000,IBURA,RUA EMILIO MONTEIRO FONSECA,,"NA CURVA DO JORDÃO BAIXO, SENTIDO JORDÃO, AO LADO DA PIZZARIA ALTO ASTRAL.",COLISÃO,01 CINQUENTINHA E 01 AUTO,1,1,,,,,,,,0
1921,SEM VÍTIMA,CANCELADA,2015-07-29T00:00:00,12:48:00.000,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO  CIRCULO MILITAR / SENT OLINDA,COLISÃO,TRES AUTOS,3,,,,,,,,,0
1922,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,13:20:00.000,IBURA,AV SANTA FE,,PRÓXIMO AO NÚCLEO DA PM,COLISÃO,02 AUTOS,1,1,,,,,,,,0
1923,SEM VÍTIMA,CANCELADA,2015-07-29T00:00:00,13:59:00.000,CURADO,"",,EM FRENTE A CASA DO QUEIJO DENTRO DA CEASA,COLISÃO,COLISÃO ENTRE DOIS AUTOS,2,,,,,,,,,0
1924,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,14:11:00.000,ALTO JOSÉ BONIFÁCIO,RUA ALTO JOSE BONIFACIO,795,PROX A PRAÇA E PROX AO POSTO POLICIAL,COLISÃO,COLISÃO ENTRE UM ONIBUS E UM ALTO,1,,,,,1,,,,0
1925,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,14:28:00.000,BAIRRO DO RECIFE,CAIS DO APOLO,,EM FRENTE AO SEMÁFORO 436,COLISÃO,DOIS AUTOS (GM RONALD MELO PONTO FIXO NO QTH),2,,,,,,,,,0
1926,SEM VÍTIMA,CANCELADA,2015-07-29T00:00:00,15:06:00.000,ARRUDA,AV PROFESSOR JOSE DOS ANJOS,,SEMÁFORO 306,COLISÃO,AUTO E MOTO,1,1,,,,,,,,0
1927,SEM VÍTIMA,CANCELADA,2015-07-29T00:00:00,15:00:00.000,IPUTINGA,AV CAXANGA,,EM FRENTE O POSTO SHELL AO LADO DA INTEGRAÇÃO SENTIDO CAMARAGIBE,COLISÃO,DOIS AUTOS,2,,,,,,,,,0
1928,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,15:34:00.000,IMBIRIBEIRA,RUA ANTONIO EDUARDO AMORIM,,DO LADO DA LOJA DUTADI SENTIDO AEROPORTO,COLISÃO,COLISÃO ENTRE DOIS AUTOS,2,,,,,,,,,0
1929,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,15:45:00.000,ESPINHEIRO,RUA CONS PORTELA,,COM A RUA 48 EM FRENTE VIDEO TECNICA PROX AO SESI,COLISÃO,COLISÃO ENTRE UM AUTO E UM ONIBUS,1,,,,,1,,,,0
1930,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,15:52:00.000,BOA VISTA,AV CONDE DA BOA VISTA,,COM A GERVÁSIO PIRES,COLISÃO,ONIBUS  PREFEITURA   E AUTO,1,,,,,1,,,,0
1931,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,17:01:00.000,IPSEP,AV RECIFE,,SENTIDO BOA VIAGEM NA ENTRADA DO IBURA NO SEMÁFORO 016,COLISÃO,AUTO E MOTO,1,1,,,,,,,,0
1932,SEM VÍTIMA,CANCELADA,2015-07-29T00:00:00,18:46:00.000,BAIRRO DO RECIFE,CAIS DO APOLO,,ENFR AO BANCO DO BRASIL E UM ESTACIONAMENTO,COLISÃO,DOIS AUTO PASSEIO,2,,,,,,,,,0
1933,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,18:56:00.000,CAMPO GRANDE,RUA SAO CAETANO,287,POR TRAS DO CLUB DAS PAZ,COLISÃO,DOIS AUTO PASSEIO,2,,,,,,,,,0
1934,SEM VÍTIMA,CANCELADA,2015-07-29T00:00:00,19:05:00.000,SANTO AMARO,AV MARIO MELO,153,PROX A ESCOLA ESTADUAL ULISES PERNAMBUCANAS,COLISÃO,DOIS AUTO PASSEIO,2,,,,,,,,,0
1935,SEM VÍTIMA,CANCELADA,2015-07-29T00:00:00,19:11:00.000,CASA FORTE,AV DEZESSETE DE AGOSTO,,EFR A PRÇA 17 DE AGOSTO,COLISÃO,DOIS AUTO PASSEIO,2,,,,,,,,,0
1936,COM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,20:27:00.000,CORDEIRO,AV INACIO MONTEIRO,311,AO LADO DO RESTAURANTE CHENGF,COLISÃO,AUTO E CINQUENTINHA,1,,1,,,,,,,1
1937,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,20:46:00.000,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,CRUZ COM A RUA BEM VINDA DE FARIAS \ SEMAFORO 139,COLISÃO,DOIS AUTO,2,,,,,,,,,0
1938,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,20:58:00.000,AFLITOS,AV CONS ROSA E SILVA,,APOIS O CLUBE PORTUGUES PROX AO HOSPITAL IPSEP,COLISÃO,ONIBUS E AUTO,1,,,,,1,,,,0
1939,SEM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,21:18:00.000,BOA VIAGEM,RUA SA E SOUZA,45,PROX A ESCOLA BRIGADEIRO,COLISÃO,DOIS AUTO PASSEIO,2,,,,,,,,,0
1940,COM VÍTIMA,FINALIZADA,2015-07-29T00:00:00,21:58:00.000,AREIAS,AV RECIFE,,PROX AO BOM PREÇO DE AREAS SENT AEROPORTO,COLISÃO,ONIBUS E MOTO,,1,,,,1,,,,1
1941,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,07:48:00.000,SANTO AMARO,AV CRUZ CABUGA,,"EM FRENTE A PARADA DO BRT, APOS A IGREJA UNIVERSAL",COLISÃO,"COLISÃO ENTRE ONIBUS E CARRO, S/V",1,,,,,1,,,,0
1942,COM VÍTIMA,EM ATENDIMENTO,2015-07-30T00:00:00,08:29:00.000,BOA VIAGEM,AV BOA VIAGEM,,CRUZ  COM A  TOME  GIBSON  E/F AO   ED NOSSA SENHORA DE COPACABANA,COLISÃO,COLISÃO  COM VITIMAS,1,1,,,,,,,,1
1943,SEM VÍTIMA,CANCELADA,2015-07-30T00:00:00,09:08:00.000,IMBIRIBEIRA,RUA IZABEL DE SOUZA,,"SEMAFORO Nº470,POR TRAS DA EUROVIA",TOMBAMENTO,COL.S/V,1,,,,,,,,,0
1944,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,09:14:00.000,MADALENA,RUA REAL DA TORRE,,CRUZAMENTO COM A PADRE ANCHIETA,COLISÃO,COLISÃO SEM VITIMA ENTRE UM AUTO PASSEIO E VT SERTTEL,1,,,,,,,1,,0
1945,SEM VÍTIMA,CANCELADA,2015-07-30T00:00:00,09:20:00.000,ESTÂNCIA,AV RECIFE,272,E/F  AO  MARTELINHO  SOLTAR   CAR,COLISÃO,COLISÃO  SEM VITIMAS,2,,,,,,,,,0
1946,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,09:24:00.000,PINA,AV ANTONIO DE GOES,,EM FRENTE  DA POLICIA FEDERAL,COLISÃO,COL.S/V.SET.DERBY,,1,,,,1,,,,0
1947,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,09:26:00.000,SANTO AMARO,AV JOAO DE BARROS,,EM BAIXO DO SEMAFORO  412 NA  ENTRADA DO  OSWALDO  CRUZ,COLISÃO,COLISÃO  SEM VITIMAS,1,1,,,,,,,,0
1948,COM VÍTIMA,CANCELADA,2015-07-30T00:00:00,09:50:00.000,IPUTINGA,RUA MAURICIO DE NASSAU,287,"NA LOMBADA ELETRONICA, E EM FRENTE AO MERCADINHO RENDE MAIS",COLISÃO,COLISÃO ENTRE AUTO E MOTO C/V,1,1,,,,,,,,1
1949,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,09:52:00.000,MADALENA,AV VISCONDE DE ALBUQUERQUE,460,ENFRENTE GLOBO VEICULOCRUZ  COM A BARTOLOMEU DE GUSMÃO,COLISÃO,COLISÃO  SEM VITIMAS,2,,,,,,,,,0
1950,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,10:05:00.000,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,SENTIDO  AFOGADOS   E/F  AO AEROPORTO,COLISÃO,COLISÃO  SEM  VITIMAS,1,,,,,,1,,,0
1951,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,10:50:00.000,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,"NA ENTRADA DA BR, NA FRENTE DA INSINUANTE",COLISÃO,"COLISÃO ENTRE AUTO E CAMINHÃO, S/V",1,,,,,,1,,,0
1952,COM VÍTIMA,CANCELADA,2015-07-30T00:00:00,11:57:00.000,MACAXEIRA,AV NORTE,,EM BAIXO DO SEMAFORO 451  E/F A FABRICA DA MACAXEIRA,COLISÃO,COLISÃO  COM  1 VITIMA A ESPERA DO SAMU,3,,,,,,,,,1
1953,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,12:19:00.000,CAXANGÁ,RUA GENERAL POLIDORO,62,EM FRENTE A FIAT ITALIANA,COLISÃO,AUTO E ONIBUS CRT,1,,,,,1,,,,0
1954,SEM VÍTIMA,CANCELADA,2015-07-30T00:00:00,12:20:00.000,BONGI,RUA DONA MARIA AUGUSTA NOGUEIRA,,NO TERMINAL DO ONIBUS DO BONGI  E/F DA CELPE,COLISÃO,COLISAO DE ONIBUS E AUTO  S/V,1,,,,,1,,,,0
1955,COM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,12:31:00.000,CAXANGÁ,RUA JOSE OSORIO,927,E/F SENA MULTIMAR,COLISÃO,COLISAO  AUTO E MOTO,1,1,,,,,,,,1
1956,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,13:07:00.000,BOA VIAGEM,RUA FREI LEANDRO,1320,ANTES DO 3 JARDIM SENTIDO PINA EM FRENTE AO  Ed Saint Exupery,COLISÃO,COLISÃO ENTRE DOIS ALTOS,2,,,,,,,,,0
1957,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,13:07:00.000,IMBIRIBEIRA,RUA CORONEL FABRICIANO,,E/F DA  LOJA INSINUANTE S/T CIDADE/RUA PERPENDICULAR A  MASCARENHAS DE MORAIS / ENTRADA UPA DA IMBIRIBEIRA.,COLISÃO,COLISAO DE CAMINHAO E AUTO S/V,1,,,,,,1,,,0
1958,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,13:19:00.000,TAMARINEIRA,AV CONS ROSA E SILVA,2224,E/F AS CASAS JOSÉ ARAÚJO,COLISÃO,03 AUTOS,3,,,,,,,,,0
1959,SEM VÍTIMA,CANCELADA,2015-07-30T00:00:00,14:08:00.000,ENGENHO DO MEIO,RUA ANTONIO CURADO,231,APOS A PENITENCIARIA BOM PASTOR,COLISÃO,TRES AUTOS,3,,,,,,,,,0
1960,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,14:39:00.000,PINA,AV REPUBLICA DO LIBANO,,NA ENTRADA DO  EDF GARAGEM DO SHOPPING RIO MAR NO PONTO DE TAXI  NAS DOCAS 1,COLISÃO,COLISAO DE TAXI E AUTO S/V,2,,,,,,,,,0
1961,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,15:09:00.000,JARDIM SÃO PAULO,AV SAO PAULO,245,AO LADO DO COLEGIO 2001,COLISÃO,AUTO E MOTO,1,1,,,,,,,,0
1962,COM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,15:22:00.000,AFOGADOS,AV SUL,,NA IGREJA GRANDE ORIENTE DE Nº 1800 SENTIDO PONTE DO CABANGA,ATROPELAMENTO,AUTO,1,,,,1,,,,,1
1963,SEM VÍTIMA,EM ATENDIMENTO,2015-07-30T00:00:00,15:46:00.000,ESPINHEIRO,RUA DO ESPINHEIRO,462,E/F AO BAR VAGÃO,COLISÃO COM CICLISTA,01 AUTO 01 BICICLETA,1,,,1,,,,,,0
1964,SEM VÍTIMA,EM ATENDIMENTO,2015-07-30T00:00:00,15:49:00.000,IPSEP,RUA PINTOR ANTONIO ALBUQUERQUE,,TRANS COM A RUA HÉLIO BRANDÃO / PROX A IGREJA ADVENTISTA DO SETIMO DIA./,COLISÃO,CAMINHÃO E AUTO,1,,,,,,1,,,0
1965,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,15:52:00.000,AFOGADOS,LARGO DA PAZ,,E/F A ESTAÇÃO LARGO DA PAZ,COLISÃO,01 AUTO E 01 CARRETA,1,,,,,,1,,,0
1966,SEM VÍTIMA,CANCELADA,2015-07-30T00:00:00,18:13:00.000,BOA VIAGEM,AV FERNANDO SIMOES BARBOSA,,CRUZAMENTO COM A DOM JOSE LOPES,COLISÃO,DOIS AUTOS PASSEIOS,2,,,,,,,,,0
1967,SEM VÍTIMA,CANCELADA,2015-07-30T00:00:00,18:19:00.000,SÃO JOSÉ,RUA IMPERIAL,,EMBAIXO DO VIADUTO,COLISÃO,"",2,,,,,,,,,0
1968,SEM VÍTIMA,CANCELADA,2015-07-30T00:00:00,18:37:00.000,AFOGADOS,AV SUL,,AO LADO DA ESTÇÃO DO LARGO DA PAZ,COLISÃO,DOIS AUTOS PASSEIOS,2,,,,,,,,,0
1969,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,19:25:00.000,ESPINHEIRO,AV CONS ROSA E SILVA,,ENFR DO CLUB PORTUGUES,COLISÃO,ONIBUS E AUTO,1,,,,,1,,,,0
1970,SEM VÍTIMA,CANCELADA,2015-07-30T00:00:00,20:34:00.000,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,ENFR AO MEC DONALD SENTIDO OLINDA ENFR AO BOM PREÇO,COLISÃO,DOIS ONIBUS,,,,,,2,,,,0
1971,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,20:37:00.000,IBURA,AV DOIS RIOS,,PROX A POLICLINICA DO IBURA \ NA SUBIDA DO IBURA,COLISÃO,MOTO E AUTO,1,1,,,,,,,,0
1972,COM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,20:36:00.000,CAXANGÁ,AV CAXANGA,,SEM 281 AV JOAQUIM RIBEIRO COM A R. RIBEIRO PESSOA,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1
1973,SEM VÍTIMA,PENDENTE,2015-07-30T00:00:00,20:59:00.000,VÁRZEA,AV CAXANGA,,DE ESQ COM A UPA DA CAXANGA,COLISÃO,MOTO E AUTO,1,1,,,,,,,,0
1974,SEM VÍTIMA,CANCELADA,2015-07-30T00:00:00,21:15:00.000,MACAXEIRA,AV NORTE,,DETRO DO TERMINAL DA MACAXEIRA,COLISÃO,ONIBUS E KOMBI,1,,,,,1,,,,0
1975,COM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,21:24:00.000,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,1480,ENFR A BIG CAR E FACUDADE ESTACIO,ATROPELAMENTO,ONBUS E PEDESTRE,,,,,1,1,,,,1
1976,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,23:18:00.000,TORRE,AV BEIRA RIO,,CRUZAMENTO DO SEMAFORO 630,COLISÃO,DOIS AUTO,2,,,,,,,,,0
1977,SEM VÍTIMA,FINALIZADA,2015-07-30T00:00:00,23:34:00.000,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,,ENF AO RABYBS \ SENT CIDADE,COLISÃO,AUTO E ONIBUS,1,,,,,1,,,,0
1978,SEM VÍTIMA,FINALIZADA,2015-07-31T00:00:00,00:55:00.000,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,SEM 075 AV GOV CARLOS DE LIMA CAVALCANTI,CHOQUE,"VEICULO CHOCOU-SE COM PRISMA DE CONCRETO, QUE FOI ESPALHADO PELO OUTRO VEICULO DE MARCA SAVEIRO",1,,,,,,,,,0
1979,COM VÍTIMA,FINALIZADA,2015-08-23T00:00:00,11:59:00.000,VÁRZEA,AV CAXANGA,,EM FRENTE AO RESIDENCIAL CAXAGA,COLISÃO,COLISAO ENTRE DUAS MOTOS COM VITIMA,,2,,,,,,,,1
1980,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,02:21:00.000,CASA AMARELA,EST MORRO DA CONCEICAO,374,NA SUBIDA DO MORRO DA CONCEICAO,CHOQUE,CHOQUE DE UM VEICULO CONTRA A CASA DE N 374,1,,,,,,,,,0
1981,COM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,03:07:00.000,IPUTINGA,RUA MAURICIO DE NASSAU,,"EM FRENTE AO PARQUE DO CAIARA, APÓS O GOI",COLISÃO,COLISÃO ENTRE DOIS AUTOS,2,,,,,,,,,1
1982,SEM VÍTIMA,EM ATENDIMENTO,2015-08-01T00:00:00,15:42:00.000,IBURA,RUA JOAO CORDEIRO DE SOUZA,,EM FRENTA A QUADRA LAGOA ENCADA,CHOQUE,CHOQUE DE UM VEICULO CONTRA O POSTO,1,,,,,,,,,0
1983,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,06:11:00.000,BOA VIAGEM,RUA SETUBAL,464,[,COLISÃO,COLISÃO  SEM  VITIMAS,2,,,,,,,,,0
1984,SEM VÍTIMA,CANCELADA,2015-08-01T00:00:00,07:33:00.000,ROSARINHO,RUA COUTO MAGALHAES,,E/F A SEGUNDA  PRAÇA DO ROSARINHO  DE ESQUINA COM A RUA SANTOS  DUMONT,COLISÃO,COLISÃO  SEM  VITUMAS,1,,,,,,1,,,0
1985,SEM VÍTIMA,CANCELADA,2015-08-01T00:00:00,08:26:00.000,BOA VIAGEM,AV BOA VIAGEM,5802,E/F  AO   RIO ARAGUAIA,COLISÃO,COLISÃO  SEM VITIMAS,1,,,,,1,,,,0
1986,COM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,08:37:00.000,PARNAMIRIM,EST DO ENCANAMENTO,236,CLUBE ALEMÃO EM FRENTE,COLISÃO,COLISÃO COM VITIMA ENTRE UM AUTO-PASSEIO E UMA MOTO,1,1,,,,,,,,1
1987,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,09:25:00.000,GRAÇAS,RUA DR OSVALDO SALSA,121,E/F  AO ED  PRINCIPE  DE ALCANTARA,COLISÃO,COLISÃO  SEM VITIMAS,2,,,,,,,,,0
1988,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,09:28:00.000,BOA VIAGEM,AV BOA VIAGEM,5802,E/F  AO   RIO ARAGUAIA,COLISÃO,COLISÃO  SEM VITIMAS,1,,,,,1,,,,0
1989,SEM VÍTIMA,EM ATENDIMENTO,2015-08-01T00:00:00,09:54:00.000,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,2574,PROX  AO BANCO  HSBC,COLISÃO,COLISÃO  SEM  VITIMAS,1,,,,,1,,,,0
1990,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,10:15:00.000,SANTO AMARO,AV NORTE,,E/F AO SENAI SENTIDO CABUGÁ,COLISÃO,SEM VÍTIMAS,2,,,,,,,,,0
1991,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,11:35:00.000,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,ESQUINA COM A RUA PROF RUI BATISTA,COLISÃO,COLISAO ENTRE 3 AUTOS,3,,,,,,,,,0
1992,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,11:57:00.000,GRAÇAS,RUA DO CUPIM,259,PROX A PADARIA CAPELA E/F A FARMÁCIA TUDO TEM,QUEDA DE ÁRVORE,ÁRVORE CAÍDA SOBRE O VEÍCULO.,,,,,,,,,,0
1993,SEM VÍTIMA,CANCELADA,2015-08-01T00:00:00,12:28:00.000,BOA VIAGEM,RUA BRUNO VELOSO,451,EDF. IPANEMA,COLISÃO,COLISÃO ENTRE UMA MOO E UM AUTO,1,1,,,,,,,,0
1994,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,12:55:00.000,AREIAS,AV RECIFE,1020,EM FRENTE A VIA AUTOMOVEIS,COLISÃO,COLISÃO ENVOLVENDO TRES AUTOS,3,,,,,,,,,0
1995,SEM VÍTIMA,CANCELADA,2015-08-01T00:00:00,12:59:00.000,CASA FORTE,RUA SANTANA,,E/F AO PARQUE SANTANA,COLISÃO,02 AUTOS,2,,,,,,,,,0
1996,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,13:53:00.000,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,EM FRENTE A FERREIRA COSTA/ AO LADO DO SEMAFORO DE N. 386,COLISÃO,COLISÃO ENTRE DOIS VEICULOS,2,,,,,,,,,0
1997,SEM VÍTIMA,EM ATENDIMENTO,2015-08-01T00:00:00,15:09:00.000,JORDÃO,RUA ALBERTO LUNDGREN,,FICA NA PRAÇA DO JORDÃO BAIXO,COLISÃO,AUTO COM ONIBUS,1,,,,,1,,,,0
1998,SEM VÍTIMA,EM ATENDIMENTO,2015-08-01T00:00:00,15:15:00.000,CAJUEIRO,AV CIDADE DE MONTEIRO,,EM FRENTE AO ARMAZEM  CORAL,COLISÃO,AUTO E MOTO CINQUENTINHA,1,1,,,,,,,,0
1999,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,16:09:00.000,TOTÓ,AV LIBERDADE,,"E/F PRESÍDIO ANÍBAL BRUNO, SENTIDO TEJIPIÓ.",COLISÃO,01 MOTO 01 AUTO,1,1,,,,,,,,0
2000,SEM VÍTIMA,CANCELADA,2015-08-01T00:00:00,16:20:00.000,JARDIM SÃO PAULO,AV RECIFE,,ENTRADA DE SAM MARTINS,COLISÃO,VT 32/ NO LOCAL GM ELIZEU E SOSTENES,2,,,,,,,,,0
2001,SEM VÍTIMA,EM ATENDIMENTO,2015-08-01T00:00:00,16:58:00.000,CIDADE UNIVERSITÁRIA,RUA PROFESSOR ANTONIO COELHO,506,POR TRAS DA CAXANGA VEICULOS,COLISÃO,COLISÃO COM DOIS AUTOS,2,,,,,,,,,0
2002,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,18:59:00.000,IMBIRIBEIRA,RUA IMBIRIBA,4115,A POIS A UPA SENT  AFOGADOS ENF A LOJAS ENSINUANTES,COLISÃO,ENTRE UM CAMINHAÕ E AUTO,1,,,,,,1,,,0
2003,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,19:04:00.000,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,PROX A UPA DA IMBIRIBEIRA NA ENTRADA DO TERMINAL TRANQUEDO NEVES,COLISÃO,ONIBUS E AUTO PASSEIO,1,,,,,1,,,,0
2004,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,19:41:00.000,BOA VIAGEM,RUA PADRE CARAPUCEIRO,,DENTRO  DO ESTACIOPNAMENTO DO SHOP RECIFE \,COLISÃO,DOIS AUTO PASSEIO,2,,,,,,,,,0
2005,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,20:03:00.000,CORDEIRO,AV CAXANGA,,EM FRENTE AO RESTAURANTE YOKI,COLISÃO,COLISÃO ENTRE DOIS AUTOS,2,,,,,,,,,0
2006,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,20:17:00.000,BOA VIAGEM,RUA RIBEIRO DE BRITO,,DE ESQ COM A RUA NAVEGANTES,COLISÃO,ENTRE KOMBU E AUTO,2,,,,,,,,,0
2007,COM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,20:41:00.000,BONGI,RUA DELMIRO GOUVEIA,,EM FRENTE A CHESF (BONGI),COLISÃO,COLISÃO ENTRE MOTOCICLETA E AUTOMOVEL,1,1,,,,,,,,1
2008,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,20:55:00.000,PORTO DA MADEIRA,AV BEBERIBE,,ENF AO CONJUNTO JÃO PAULO 2 \ SENT BEBERIBE,COLISÃO,ONIBUS E AUTO PASSEIO,1,,,,,1,,,,0
2009,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,21:40:00.000,PARNAMIRIM,RUA ALBINO MEIRA,58,AO LADO DO PÃO DE AÇÚCAR,COLISÃO,COLISÃO ENTRE DOIS AUTOMOVEIS,2,,,,,,,,,0
2010,SEM VÍTIMA,CANCELADA,2015-08-01T00:00:00,23:17:00.000,PORTO DA MADEIRA,RUA CONS BARROS BARRETO,,E/F AO N 67 PROX AO ANTIGO BAR TERRRAÇO,COLISÃO,DOIS AUTOS,2,,,,,,,,,0
2011,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,23:28:00.000,ESPINHEIRO,AV JOAO DE BARROS,,PROX AO SUPERMERCADO EXTRA DA JOÃO DE BARROS,COLISÃO,DOIS AUTO,2,,,,,,,,,0
2012,SEM VÍTIMA,FINALIZADA,2015-08-01T00:00:00,23:32:00.000,CAXANGÁ,AV CAXANGA,,PROX AO SEM 281 E/F A UPA DA CAXANGA,COLISÃO,03 AUTOS,3,,,,,,,,,0
2013,COM VÍTIMA,CANCELADA,2015-08-02T00:00:00,01:02:00.000,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,,CRUZ. RUA ARMINDO MOURA PROX AO COMAR,CAPOTAMENTO,VEICULO CAPOTOU CAINDO NO CANAL,1,,,,,,,,,1
2014,SEM VÍTIMA,FINALIZADA,2015-08-02T00:00:00,03:45:00.000,GRAÇAS,AV RUI BARBOSA,,EM FRENTE A PIZZARIA ATLANTICO,COLISÃO,COLISÃO ENTRE DOIS AUTOMOVEIS,2,,,,,,,,,0
2015,SEM VÍTIMA,CANCELADA,2015-08-02T00:00:00,04:51:00.000,CAMPO GRANDE,RUA FRANCISCO BERENGUER,545,"5ª TRANSVERSAL A ESQUERDA, DEPOIS DA CHURRASCARIA JARDIM (ANTIGO BANDEPE)",COLISÃO,COLISÃO ENTRE DOIS AUTOMOVEIS,2,,,,,,,,,0
